song,year,artist,genre,lyrics
the-meek-shall-inherit-nothing,2006,frank-zappa,Rock,frank zappa steve vai ray white tommi mar chuck wild arthur barrow scott thune jay anderson mann chad wackerman ike willi terri bozzio dale bozzio napoleon murphi brock bob harri johnni guitar watson thing fish welcom quentin robert nameland video chapel econom worship ensembl take bibl worth say meek shall inherit earth well heard sheik bought new jersey last week sucker gettin doodli mammi realli wrong wandrin aroun wit nakkin big lip like duck singin di song thing fish say life bum deal wall well peopl got kinda wouldeal shit dey doin washingtum ensembl dey take care thing fish dey takin care ensembl number one thing fish number one ensembl number one thing fish ensembl even number two thing fish ensembl jesu freak well friendli shit believ got mind shut even care church take cut thing fish whaddya ensembl eat pork eat ham laugh till choke billi graham brown mose aaron abraham wast time ass line thing fish wohhhhhh heah talkin ass line ensembl wan thing fish ohh wan ensembl thing fish ensembl mess thing fish mess ensembl neighbor thrill thing fish dat right ensembl pay bill thing fish aww pay bill ensembl kindli leav littl tip thing fish one adam twelv ensembl help next poor sucker thing fish see sucker ensembl one way trip thing fish gim half duzzn hotel ruim
i-m-so-cute,2006,frank-zappa,Rock,one two three four feelin sorri feelin sad mani ugli peopl feel bad cute home home lone wish could cute like never get folk got folk ugli never everybodi see hair see cloth sure care terri ted realli sweet watch way keep beat sweet honey piec cake ginseng root stuff take vitamin cool make freez make freez make freez excus pleas step asid gon ride gon strut gon slide hey ugli folk get cyanid die die die die die ugli bad bad wrong wrong sin sin lead etern damnat hot burnin fire hot burnin fire hot burnin fire hot burnin fire scream agoni scream agoni scream agoni scream agoni one two three four cute cute cute
shut-up-n-play-yer-guitar-some-more,2006,frank-zappa,Rock,
kaiser-rolls,2006,frank-zappa,Rock,stori tell quick week ago met stumbler man stumbl said wan know far hratch plche kaiser roll beg pardon turn ran hard talk stumbler man stumbl kaiser hratch roll sinc time began rais finger center hand tri wave farewel stumbler man slobber puke garbag kaiser hratch rollin might rais sand push asid slowin plan hard understand real stumbler man stuff nose crawl cloth said nobodi ever tell way goe
a-nun-suit-painted-on-some-old-boxes,2006,frank-zappa,Rock,mark volman howard kaylan ian underwood aynsley dunbar georg duke martin lickert ruth underwood jim pon femal soprano strap bunch cardboard box daddi choru joy desir femal soprano certainli look suav get hot choru hot hot get hot femal soprano horni one thing realli get nun suit paint old box choru old melodi femal soprano four four aura choru areola femal soprano pink gum stumpi gray teeth choru dental floss femal soprano get hot want watch dental hygien movi
babette,2006,frank-zappa,Rock,tell babbett tear dream break heart darl could share love fine pleas darl mine tell babbett see wan make cri one like pleas babbett ador want realli realli want need love guid way need realli realli need tri bark take park arf arf arf babbett tear dream break heart wow wow woh could share love could share love could share life know babbett know tour zappa marti said ever babbett well know need littl bit lovin babbett brought along whistl around neck call babbett said wah aahh could nobodi hear whistl babbett woh strang dog whistl dog could answer great dane german shepherd doberman pinscher marti women know said babbett share love make cri make cri babbett share love make make make cri wow wow wow woh arf arf arf arf arf pleas pleas
chocolate-halvah,2006,frank-zappa,Rock,frank zappa lowel georg roy estrada preston buzz gardner ian underwood bunk gardner motorhead sherwood jimmi carl black arthur tripp chocol halvah chocol halvah chocol halvah
cock-suckers-ball,2006,frank-zappa,Rock,frank zappa ray white ike willi bobbi martin alan zavod scott thune chad wackerman hey republican audienc cock sucker tammi get mother fuckin dammi goin downtown cock sucker ball fuck suck fight till beginnin broad daylight need goddam taxi gon trim hole rockin chair take rag gon play littl game call tag tomorrow night rock cock sucker ball come moe ass singer mick dick slinger goin downtown cock sucker ball fuck suck fight till beginnin broad daylight need goddam taxi gon trim hole rockin chair take rag gon play littl game call tag tomorrow night rock cock sucker ball yeah yeah yeah yeah tomorrow night rock cock sucker ball
the-dead-girls-of-london,2006,frank-zappa,Rock,amon everybodi let get togeth tonight got money jean realli gon spend right movi week two run round usual crew care amon everybodi well babi number one got danc three four place realli shake form bare feet slap floor hear music sit still brother rock sister whoo amon everybodi place realli rock got put guard outsid folk come home afraid gon hide movi week two run round usual crew care amon everybodi amon everybodi let get togeth tonight money jean realli gon spend right movi week two run round usual crew care amon everybodi
outside-now,2006,frank-zappa,Rock,execut plook fuck still long time paid debt societi ever realli want play guitar bend string like reent toont teent toont teent toont teenooneenoone got sullen withdrawn dwindl twilight realm secret thought lay back til dawn semi cataton state dream guitar note would irrit execut kinda guy well guess one trick coulda heard half dozen woulda strangl suckin dick bunch imaginari note play littl extra somethin keep goin day day okay gettin outta pretti soon live ugli fuckin room wait see wait see like outsid wait see wait see like outsid wait see wait see like outsid wait see wait see like outsid wait see wait see like outsid wait see wait see like outsid wait see wait see like outsid wait see wait see like outsid wait see wait see like outsid outsid
the-air,2006,frank-zappa,Rock,air escap mouth hair escap nose heart escap scrape shape drape awak shirt chevi beach freez wheez know teas hit beat told love car jar car jar air escap pit hair escap teeth hand grip slip drip caus trip got bust come custom suitcas full tape special tape record grab board ye grab beat told like crash nash crash nash crash nash crash nash crash nash
lonesome-cowboy-burt,2006,frank-zappa,Rock,mark volman howard kaylan ian underwood aynsley dunbar georg duke martin lickert ruth underwood jim pon jimmi carl black jimmi carl black name burtram redneck friend call burt mark volman howard kaylan burt jimmi carl black famili texa make livin diggin dirt come californi find pretti girl one seen get horni rubi lip teeth like pearl wan love wan love dearli wann pretti girl even pay buy fur buy jewelri know like say lonesom cowboy burt come smell fring shirt cowboy pant cowboy danc bold advanc waitress mark volman howard kaylan lonesom cowboy burt notcha get feel hurt jimmi carl black come place buy tast sit face waitress mark volman howard kaylan burtram burtram redneck burtram burtram redneck jimmi carl black aw nice guy sweat day sun roofer trade quit bundl made union roofin old son gun mark volman howard kaylan union roofin old son gun jimmi carl black get get plaster drink till fall floor find communist bastard stomp face till move mark volman howard kaylan stomp face till move jimmi carl black fuss cuss keep drinkin till eye puff turn red drool mhirt see hurt kick head let everybodi kick head boy kick head kick head jimmi carl black lonesom cowboy burt come smell fring shirt cowboy pant cowboy danc bold advanc waitress mark volman howard kaylan lonesom cowboy burt notcha get feel hurt jimmi carl black come place buy tast sit face waitress opal hot littl bitch
beat-it-with-your-fist,2006,frank-zappa,Rock,voic loui turkey cuneo voic john keep ahm gross man know gross men girl loui caus bodi honey boogey man someth noth boogey man hearn god right well fuckin bozzio beat fuckin surfist moir way hearn yeah christ beat fist christ
frogs-with-dirty-little-lips,2006,frank-zappa,Rock,frank zappa ray white bobbi martin roy estrada bob harri steve vai tommi mar mann arthur barrow chad wackerman frog dirti littl lip dirti littl wart finger tip dirti green tini mean floppin around edg stream frog dirti littl eye dirti littl tongu cover fli dirti brown floppin around puf bloat sun goe frog dirti littl nose dirti littl spot cloth dirti leg dirti feet dirti littl frog eat
cucamonga,2006,frank-zappa,Rock,frank zappa captain beefheart georg duke napoleon murphi brock bruce fowler tom fowler denni walley chester thompson cucamonga mani year ago near holi roller church place coupl friend began practic time might fate would later got chanc play ever realli knew crazi doin way
carol-you-fool,2006,frank-zappa,Rock,frank zappa ike willi ray white bobbi martin alan zavod scott thune chad wackerman thank carol carol fool carol fool fool carol fool carol fool know crazi true mind littl hazi break heart let start think better ahead buy sweater carol fool think got bad tryin steel money get got dog log come back put away black jack wan tri rob mexican guy beat head mayb make dead fli pittsburgh see carol foolish fool realli need carol carol carol carol fool fool fool carol fool wan tri rob mexican guy beat head mayb make dead fli pittsburgh see carol foolish fool realli need carol fool think better tri carol fool wan see cri gone away say carol fool meet anoth engin fool carol fool fool carol fool fool carol fool
